player_id,game_count,total_profit,avg_roi_%,avg_stake
Cheryl Rodriguez,3,-53,-34.64,51.0
Cheryl Romero,1,-51,-100.0,51.0
Cheryl Simpson,15,35,4.58,51.0
Cheryl Welch,5,-55,-21.57,51.0
Cheryl Williams,2,-102,-100.0,51.0
Cheryl Wood,1,49,96.08,51.0
Cheryl Wright,3,147,96.08,51.0
Cheyenne Jenkins,1,-51,-100.0,51.0
Cheyenne Shaffer,1,-51,-100.0,51.0
Cheyenne Taylor,1,-51,-100.0,51.0
Chloe Alvarado,7,-57,-15.97,51.0
Chloe Bell,4,-104,-50.98,51.0
Chloe Cook,9,41,8.93,51.0
Chloe Gay,29,-279,-18.86,51.0
Chris Fitzgerald,1,49,96.08,51.0
Chris Gibbs,20,-120,-11.76,51.0
Chris Gomez,6,-106,-34.64,51.0
Chris Gonzalez,50,150,5.88,51.0
Chris Lutz,1,-51,-100.0,51.0
Chris Marshall,2,-2,-1.96,51.0
Chris Miller MD,3,47,30.72,51.0
Chris Roberts,1,-51,-100.0,51.0
Chris Robertson,9,41,8.93,51.0
Chris Romero,12,-212,-34.64,51.0
Chris Schultz,6,-6,-1.96,51.0
Chris Smith,3,-53,-34.64,51.0
Chris Soto,1,-51,-100.0,51.0
Chris Taylor,13,-363,-54.75,51.0
Chris Valentine,1,49,96.08,51.0
Chris Warner,1,-51,-100.0,51.0
Chris Wilson III,8,-208,-50.98,51.0
Christian Allen,2,-102,-100.0,51.0
Christian Anderson,14,-214,-29.97,51.0
Christian Brown,2,-2,-1.96,51.0
Christian Burgess,13,37,5.58,51.0
Christian Campbell,97,353,7.14,51.0
Christian Dickerson,2,98,96.08,51.0
Christian Evans,1,49,96.08,51.0
Christian Gibbs,6,-106,-34.64,51.0
Christian Gonzalez,1,-51,-100.0,51.0
Christian Hall,1,-51,-100.0,51.0
Christian Henderson,4,-104,-50.98,51.0
Christian Hernandez,6,-106,-34.64,51.0
Christian Ho,6,-6,-1.96,51.0
Christian Holmes,1,49,96.08,51.0
Christian Jones,27,-377,-27.38,51.0
Christian Keller,2,98,96.08,51.0
Christian Lester,1,49,96.08,51.0
Christian Mendoza,1,-51,-100.0,51.0
Christian Murray,17,-167,-19.26,51.0
Christian Nelson,1,-51,-100.0,51.0
Christian Ortiz,1,-51,-100.0,51.0
Christian Palmer,2,-102,-100.0,51.0
Christian Powell,130,670,10.11,51.0
Christian Reilly,1,-51,-100.0,51.0
Christian Richardson,1,-51,-100.0,51.0
Christian Sharp,1,49,96.08,51.0
Christian Smith,4,-4,-1.96,51.0
Christian Stevens,3,-53,-34.64,51.0
Christian Weaver,34,-34,-1.96,51.0
Christian Welch,90,-490,-10.68,51.0
Christie Lee,1,-51,-100.0,51.0
Christie Morgan,3,47,30.72,51.0
Christie Yates,46,454,19.35,51.0
Christina Alvarez,859,391,0.89,51.0
Christina Anderson,1,-51,-100.0,51.0
Christina Andrews,1,-51,-100.0,51.0
Christina Bailey,3,47,30.72,51.0
Christina Barber,3,47,30.72,51.0
Christina Berg,1,-51,-100.0,51.0
Christina Boyer,4,-104,-50.98,51.0
Christina Braun,34,66,3.81,51.0
Christina Bryant,1,-51,-100.0,51.0
Christina Carlson,1,49,96.08,51.0
Christina Cisneros,7,-157,-43.98,51.0
Christina Delgado,1,-51,-100.0,51.0
Christina Duncan,25,-375,-29.41,51.0
Christina Erickson,2,-102,-100.0,51.0
Christina Evans,2,-2,-1.96,51.0
Christina Flowers,5,-255,-100.0,51.0
Christina Fowler,7,143,40.06,51.0
Christina Fox,7,-57,-15.97,51.0
Christina Gonzalez,2,-2,-1.96,51.0
Christina Griffith,2,-102,-100.0,51.0
Christina Gutierrez,1,-51,-100.0,51.0
Christina Harper,1,49,96.08,51.0
Christina Harris,1,-51,-100.0,51.0
Christina Horton,4,-4,-1.96,51.0
Christina Jacobs,3,-53,-34.64,51.0
Christina Johnson,4,96,47.06,51.0
Christina Jones,1,-51,-100.0,51.0
Christina Keith,2,-2,-1.96,51.0
Christina Kent,100,100,1.96,51.0
Christina Kidd,1,-51,-100.0,51.0
Christina Kim,13,237,35.75,51.0
Christina King,12,-312,-50.98,51.0
Christina Lewis,3,-53,-34.64,51.0
Christina Long,17,233,26.87,51.0
Christina Mathis,1,49,96.08,51.0
Christina Mcfarland,64,-164,-5.02,51.0
Christina Mcguire,1,49,96.08,51.0
Christina Medina,2,-102,-100.0,51.0
Christina Morrison,1,-51,-100.0,51.0
Christina Mueller,1,-51,-100.0,51.0
Christina Munoz,5,145,56.86,51.0
Christina Murphy,3,47,30.72,51.0
Christina Nelson,4,196,96.08,51.0
Christina Newman,1,-51,-100.0,51.0
Christina Noble,50,-550,-21.57,51.0
Christina Norton,1,-51,-100.0,51.0
Christina Oconnor,24,-24,-1.96,51.0
Christina Osborne,1,-51,-100.0,51.0
Christina Parker,2,-102,-100.0,51.0
Christina Parsons,4,-204,-100.0,51.0
Christina Patel,3,-53,-34.64,51.0
Christina Patterson,2,-102,-100.0,51.0
Christina Pearson,1,-51,-100.0,51.0
Christina Perez,1,49,96.08,51.0
Christina Powell,323,-2373,-14.41,51.0
Christina Price,18,-118,-12.85,51.0
Christina Rhodes,1,-51,-100.0,51.0
Christina Roberts,1,-51,-100.0,51.0
Christina Robertson,1,-51,-100.0,51.0
Christina Rollins,55,-205,-7.31,51.0
Christina Sanders,36,-536,-29.19,51.0
Christina Shepard,2,-2,-1.96,51.0
Christina Smith,22,-22,-1.96,51.0
Christina Solis DVM,1,-51,-100.0,51.0
Christina Stevens,35,-185,-10.36,51.0
Christina Thomas,6,-106,-34.64,51.0
Christina Thompson,2,-102,-100.0,51.0
Christina Vasquez,1,-51,-100.0,51.0
Christina Wade,1,-51,-100.0,51.0
Christina Williams,42,358,16.71,51.0
Christina Wood,1,-51,-100.0,51.0
Christina Wright,2,-2,-1.96,51.0
Christine Allen,5,-55,-21.57,51.0
Christine Ashley,14,-14,-1.96,51.0
Christine Bell,3,-53,-34.64,51.0
Christine Bond,2,-102,-100.0,51.0
Christine Calderon,29,-379,-25.63,51.0
Christine Cameron,6,-106,-34.64,51.0
Christine Carpenter,2,-2,-1.96,51.0
Christine Collins,9,-59,-12.85,51.0
Christine Cook,224,1076,9.42,51.0
Christine Deleon,11,-161,-28.7,51.0
Christine Dillon,1,-51,-100.0,51.0
Christine Erickson,3,-53,-34.64,51.0
Christine Figueroa,2,-2,-1.96,51.0
Christine Garcia,3,47,30.72,51.0
Christine Hill,151,299,3.88,51.0
Christine Jones,2,-102,-100.0,51.0
Christine Kelly,13,-163,-24.59,51.0
Christine Logan,5,-255,-100.0,51.0
Christine Mendoza,5,-55,-21.57,51.0
Christine Nguyen,3,147,96.08,51.0
Christine Norton,8,-8,-1.96,51.0
Christine Parrish,1,-51,-100.0,51.0
Christine Peterson,33,-283,-16.82,51.0
Christine Ramirez,1,-51,-100.0,51.0
Christine Randall,2,-2,-1.96,51.0
Christine Raymond,1,-51,-100.0,51.0
Christine Reynolds,1,49,96.08,51.0
Christine Rivera,4,-104,-50.98,51.0
Christine Robinson,1,-51,-100.0,51.0
Christine Ross,8,-208,-50.98,51.0
Christine Ruiz,1,-51,-100.0,51.0
Christine Scott,1,-51,-100.0,51.0
Christine Shepard,37,-287,-15.21,51.0
Christine Smith,5,-55,-21.57,51.0
Christine Smith MD,8,-308,-75.49,51.0
Christine Soto,15,-465,-60.78,51.0
Christine Taylor,1,-51,-100.0,51.0
Christine Thomas,1,-51,-100.0,51.0
Christine Vance,1,49,96.08,51.0
Christine Walsh,18,-118,-12.85,51.0
Christine Ward,37,-287,-15.21,51.0
Christine Williams,3,-53,-34.64,51.0
Christine Wilson,63,87,2.71,51.0
Christine Wood,2,-102,-100.0,51.0
Christine Yates,1,-51,-100.0,51.0
Christopher Adkins,2,-102,-100.0,51.0
Christopher Aguirre,53,397,14.69,51.0
Christopher Alexander,1,-51,-100.0,51.0
Christopher Allen,12,-112,-18.3,51.0
Christopher Anderson,2,-2,-1.96,51.0
Christopher Anthony,2,-102,-100.0,51.0
Christopher Arnold,1,-51,-100.0,51.0
Christopher Austin,1,-51,-100.0,51.0
Christopher Bailey,1,49,96.08,51.0
Christopher Barnett,2,-102,-100.0,51.0
Christopher Bates,1,-51,-100.0,51.0
Christopher Bennett,1,49,96.08,51.0
Christopher Benson,114,-14,-0.24,51.0
Christopher Benton,2,-102,-100.0,51.0
Christopher Blackburn,2,-2,-1.96,51.0
Christopher Bond,14,-214,-29.97,51.0
Christopher Brewer,1,49,96.08,51.0
Christopher Brock,1,-51,-100.0,51.0
Christopher Brown,4,-104,-50.98,51.0
Christopher Bryant,2,-102,-100.0,51.0
Christopher Buchanan,2,-2,-1.96,51.0
Christopher Burgess,87,-37,-0.83,51.0
Christopher Burns,14,286,40.06,51.0
Christopher Bush,2465,2085,1.66,51.0
Christopher Cain,1,-51,-100.0,51.0
Christopher Carrillo,4,-104,-50.98,51.0
Christopher Carter,75,975,25.49,51.0
Christopher Castillo,30,-130,-8.5,51.0
Christopher Choi,1,49,96.08,51.0
Christopher Clark MD,2,-102,-100.0,51.0
Christopher Cochran,64,-964,-29.53,51.0
Christopher Collier,1,49,96.08,51.0
Christopher Cooper,1,49,96.08,51.0
Christopher Cortez,31,619,39.15,51.0
Christopher Davies,1,-51,-100.0,51.0
Christopher Davis,8,-108,-26.47,51.0
Christopher Delgado,1,-51,-100.0,51.0
Christopher Diaz,4,-4,-1.96,51.0
Christopher Dillon,2,-2,-1.96,51.0
Christopher Doyle,1,49,96.08,51.0
Christopher Duncan,4,96,47.06,51.0
Christopher Dunn,3,147,96.08,51.0
Christopher Edwards,2,-102,-100.0,51.0
Christopher Elliott,2,-102,-100.0,51.0
Christopher Ellison,8,-108,-26.47,51.0
Christopher Flynn,2,-2,-1.96,51.0
Christopher Ford,1,49,96.08,51.0
Christopher Frazier,2,-2,-1.96,51.0
Christopher Freeman,3,147,96.08,51.0
Christopher Garcia,7,43,12.04,51.0
Christopher Gibson,7,43,12.04,51.0
Christopher Gill,1,-51,-100.0,51.0
Christopher Glenn,20,180,17.65,51.0
Christopher Glover,1,-51,-100.0,51.0
Christopher Gonzalez,6,-6,-1.96,51.0
Christopher Graham,165,-415,-4.93,51.0
Christopher Gray,3,47,30.72,51.0
Christopher Green,18,-118,-12.85,51.0
Christopher Hale,51,-1,-0.04,51.0
Christopher Hall,1,-51,-100.0,51.0
Christopher Hampton,3,147,96.08,51.0
Christopher Harrison,2,-102,-100.0,51.0
Christopher Haynes,1,49,96.08,51.0
Christopher Hensley,2,-102,-100.0,51.0
Christopher Hernandez,2,-102,-100.0,51.0
Christopher Herrera,1,49,96.08,51.0
Christopher Hill,1,49,96.08,51.0
Christopher Hines,1,-51,-100.0,51.0
Christopher Hoffman,1,-51,-100.0,51.0
Christopher Holland,5,-55,-21.57,51.0
Christopher Holt,1,-51,-100.0,51.0
Christopher Howard,1,-51,-100.0,51.0
Christopher Howell,2,98,96.08,51.0
Christopher Hughes,2,-102,-100.0,51.0
Christopher Jackson,56,-1256,-43.98,51.0
Christopher Jacobs,1,-51,-100.0,51.0
Christopher Johnson,6,-106,-34.64,51.0
Christopher Jones,2,98,96.08,51.0
Christopher Kennedy,1,-51,-100.0,51.0
Christopher Kent,1,49,96.08,51.0
Christopher Key,3,-153,-100.0,51.0
Christopher Knapp,1,49,96.08,51.0
Christopher Knight,4,-4,-1.96,51.0
Christopher Krause,3,147,96.08,51.0
Christopher Larson,26,-326,-24.59,51.0
Christopher Lawrence,1,49,96.08,51.0
Christopher Le,6,-6,-1.96,51.0
Christopher Leach,1,-51,-100.0,51.0
Christopher Leblanc,45,5,0.22,51.0
Christopher Lee,1,49,96.08,51.0
Christopher Lewis,7,-157,-43.98,51.0
Christopher Long,25,-375,-29.41,51.0
Christopher Lopez,7,-57,-15.97,51.0
Christopher Lozano,14,-314,-43.98,51.0
Christopher Lynch,13,-63,-9.5,51.0
Christopher Marquez,10,-110,-21.57,51.0
Christopher Martin,12,188,30.72,51.0
Christopher Mccarthy,2,-2,-1.96,51.0
Christopher Mcmillan,20,-20,-1.96,51.0
Christopher Mendoza,1,-51,-100.0,51.0
Christopher Meyer,4,-4,-1.96,51.0
Christopher Middleton,4,-104,-50.98,51.0
Christopher Miller,6,-6,-1.96,51.0
Christopher Miranda,1,49,96.08,51.0
Christopher Molina,1,-51,-100.0,51.0
Christopher Moore,1,-51,-100.0,51.0
Christopher Murphy,4,96,47.06,51.0
Christopher Myers,1,49,96.08,51.0
Christopher Navarro,1,-51,-100.0,51.0
Christopher Nelson,9,-259,-56.43,51.0
Christopher Newton,8,-108,-26.47,51.0
Christopher Nguyen,1,49,96.08,51.0
Christopher Nichols,31,-781,-49.4,51.0
Christopher Norris,1,49,96.08,51.0
Christopher Novak,1,-51,-100.0,51.0
Christopher Obrien,1,-51,-100.0,51.0
Christopher Odonnell,1,-51,-100.0,51.0
Christopher Parker,2,-2,-1.96,51.0
Christopher Paul,121,29,0.47,51.0
Christopher Peck,1,49,96.08,51.0
Christopher Perez,1,-51,-100.0,51.0
Christopher Perkins,6,-6,-1.96,51.0
Christopher Peters,1,-51,-100.0,51.0
Christopher Phillips,2,98,96.08,51.0
Christopher Pineda,3,-53,-34.64,51.0
Christopher Porter,1,-51,-100.0,51.0
Christopher Pruitt,5,-55,-21.57,51.0
Christopher Ramirez,13,-163,-24.59,51.0
Christopher Reed,2,-102,-100.0,51.0
Christopher Rhodes,1,49,96.08,51.0
Christopher Rice,10,-310,-60.78,51.0
Christopher Rivera,11,-161,-28.7,51.0
Christopher Rivers,7,-57,-15.97,51.0
Christopher Roberts,6,-6,-1.96,51.0
Christopher Rodriguez,4,-4,-1.96,51.0
Christopher Rosario,1,49,96.08,51.0
Christopher Russell,4,-4,-1.96,51.0
Christopher Salinas,2,-2,-1.96,51.0
Christopher Sanchez,5,-55,-21.57,51.0
Christopher Sanders,1,49,96.08,51.0
Christopher Sandoval,5,-55,-21.57,51.0
Christopher Sanford,2,-102,-100.0,51.0
Christopher Scott,37,-387,-20.51,51.0
Christopher Sellers,9,41,8.93,51.0
Christopher Shah,4,-4,-1.96,51.0
Christopher Simmons,17,-167,-19.26,51.0
Christopher Sims,1,-51,-100.0,51.0
Christopher Smith,1,49,96.08,51.0
Christopher Solis,2,-2,-1.96,51.0
Christopher Spears,10,90,17.65,51.0
Christopher Stewart,19,-69,-7.12,51.0
Christopher Sullivan,1,-51,-100.0,51.0
Christopher Valdez,1,49,96.08,51.0
Christopher Vance,4256,14944,6.88,51.0
Christopher Vaughan,3,-53,-34.64,51.0
Christopher Velazquez,1,-51,-100.0,51.0
Christopher Walker,2,-2,-1.96,51.0
Christopher Wallace,7,43,12.04,51.0
Christopher Warren,2,-102,-100.0,51.0
Christopher Weber,10,290,56.86,51.0
Christopher Weeks,4,-4,-1.96,51.0
Christopher White,19,-69,-7.12,51.0
Christopher Wilkins,6,-106,-34.64,51.0
Christopher Williams,1,-51,-100.0,51.0
Christopher Wilson,3,-153,-100.0,51.0
Christopher Wolf,3,147,96.08,51.0
Christopher Wood,51,-201,-7.73,51.0
Christopher Wright,1,-51,-100.0,51.0
Christopher Yates,35,-485,-27.17,51.0
Christopher Young,231,-781,-6.63,51.0
Christy Cabrera,111,-261,-4.61,51.0
Christy Caldwell,50,50,1.96,51.0
Christy Figueroa,2,-2,-1.96,51.0
Christy Harris,242,-442,-3.58,51.0
Christy Howard,2,-102,-100.0,51.0
Christy Ingram,1,-51,-100.0,51.0
Christy Kennedy,1,-51,-100.0,51.0
Christy Martin,2,-2,-1.96,51.0
Christy Mcdonald,1,-51,-100.0,51.0
Christy Morton DVM,2,-102,-100.0,51.0
Christy Olson,103,247,4.7,51.0
Christy Petty,1,-51,-100.0,51.0
Christy Villa,4,-4,-1.96,51.0
Christy White,2,-102,-100.0,51.0
Christy Williams,7,-57,-15.97,51.0
Cindy Bailey,15,135,17.65,51.0
Cindy Barnes,6,-6,-1.96,51.0
Cindy Beasley,1,-51,-100.0,51.0
Cindy Blake,12,188,30.72,51.0
Cindy Brooks,6,-106,-34.64,51.0
Cindy Buchanan,2,-102,-100.0,51.0
Cindy Hernandez,3,47,30.72,51.0
Cindy Howard,49,301,12.04,51.0
Cindy Huff,1,-51,-100.0,51.0
Cindy Jackson,1,-51,-100.0,51.0
Cindy Knight,9,41,8.93,51.0
Cindy Martinez,1,-51,-100.0,51.0
Cindy Massey,1,49,96.08,51.0
Cindy Middleton,4,96,47.06,51.0
Cindy Miller,1,49,96.08,51.0
Cindy Moran,2,-2,-1.96,51.0
Cindy Olson,1,49,96.08,51.0
Cindy Parker,9,-159,-34.64,51.0
Cindy Petersen,2,98,96.08,51.0
Cindy Reese,1,49,96.08,51.0
Cindy Riley,13,137,20.66,51.0
Cindy Sanchez,2,-2,-1.96,51.0
Cindy Schmidt,1,-51,-100.0,51.0
Cindy Tyler,8,-108,-26.47,51.0
Cindy Wheeler,2,-2,-1.96,51.0
Cindy Young,2,-2,-1.96,51.0
Claire Riddle,1,-51,-100.0,51.0
Claire Rose,25,425,33.33,51.0
Claire Smith,5,-55,-21.57,51.0
Claire Wang,2,-2,-1.96,51.0
Claire Young,1,-51,-100.0,51.0
Clarence Clark,3,47,30.72,51.0
Clarence Gomez,1,49,96.08,51.0
Clarence Jones,6,-106,-34.64,51.0
Clarence Schneider,16,-316,-38.73,51.0
Clarence Wise,1,49,96.08,51.0
Claudia Faulkner,7,-57,-15.97,51.0
Claudia Gross,12,88,14.38,51.0
Claudia Herrera,13,-63,-9.5,51.0
Claudia Johnson,33,-83,-4.93,51.0
Claudia Larsen,6,-6,-1.96,51.0
Claudia Lewis,5,-55,-21.57,51.0
Claudia Newman,1,-51,-100.0,51.0
Claudia Randall,5,-55,-21.57,51.0
Claudia Ray,1,-51,-100.0,51.0
Claudia Thompson,3,-153,-100.0,51.0
Clayton Ford,4,96,47.06,51.0
Clayton James,1,-51,-100.0,51.0
Clayton Jordan,1,-51,-100.0,51.0
Clayton Wheeler,1,49,96.08,51.0
Clifford Fields,3,-153,-100.0,51.0
Clifford Luna,13,-163,-24.59,51.0
Clifford Reeves,6,-206,-67.32,51.0
Clifford Stewart,1,-51,-100.0,51.0
Clinton Frederick,4,-204,-100.0,51.0
Clinton Harris,6,-106,-34.64,51.0
Clinton Hood,16,-116,-14.22,51.0
Clinton Perry,1,49,96.08,51.0
Cody Baker,6,-206,-67.32,51.0
Cody Barber,1,49,96.08,51.0
Cody Becker,1,49,96.08,51.0
Cody Brown,191,659,6.77,51.0
Cody Castillo,8,-8,-1.96,51.0
Cody Chapman Jr.,1,-51,-100.0,51.0
Cody Daniels,2,-2,-1.96,51.0
Cody Duncan,5,-55,-21.57,51.0
Cody Garrett,1,-51,-100.0,51.0
Cody Hahn,1,-51,-100.0,51.0
Cody Harper,1,49,96.08,51.0
Cody Harrison,4,-104,-50.98,51.0
Cody Hunter,2,-2,-1.96,51.0
Cody Johnson,21,-271,-25.3,51.0
Cody Jones,5,-155,-60.78,51.0
Cody Lee,6,-6,-1.96,51.0
Cody Lopez,6602,17498,5.2,51.0
Cody Miller,1,-51,-100.0,51.0
Cody Mills,3,47,30.72,51.0
Cody Perry,2,-102,-100.0,51.0
Cody Rivera,1,-51,-100.0,51.0
Cody Rivers,35,315,17.65,51.0
Cody Roberson,11,139,24.78,51.0
Cody Robinson,5,-155,-60.78,51.0
Cody Rodriguez,1,49,96.08,51.0
Cody Rollins,14,-314,-43.98,51.0
Cody Romero,13,37,5.58,51.0
Cody Smith,2,-2,-1.96,51.0
Cody Stephens,4,-4,-1.96,51.0
Cody Tanner,8,-208,-50.98,51.0
Cody Walker,171,-521,-5.97,51.0
Cody White,1,-51,-100.0,51.0
Cody Williams,1,-51,-100.0,51.0
Cody Young,13,-163,-24.59,51.0
Cole Andrade,1,49,96.08,51.0
Cole Cook,17,-267,-30.8,51.0
Cole Cooper,2,-102,-100.0,51.0
Cole Dixon,1,49,96.08,51.0
Cole Lyons,1,49,96.08,51.0
Cole Mcdaniel,2,-2,-1.96,51.0
Cole Porter,1,-51,-100.0,51.0
Colin Christensen,1,-51,-100.0,51.0
Colin Espinoza,3,-53,-34.64,51.0
Colin Haas,15,35,4.58,51.0
Colin Robinson,1,49,96.08,51.0
Colin Rogers,4,96,47.06,51.0
Colleen Baker,1,-51,-100.0,51.0
Colleen Campbell,1,-51,-100.0,51.0
Colleen Clark MD,1,-51,-100.0,51.0
Colleen Davis,4,-4,-1.96,51.0
Colleen Gibson,1,-51,-100.0,51.0
Colleen Graham,2,98,96.08,51.0
Colleen Hale,1,-51,-100.0,51.0
Colleen Johnson,31,-281,-17.77,51.0
Colleen Lee,3,-53,-34.64,51.0
Colleen Lopez,4,-4,-1.96,51.0
Colleen Powers,1,-51,-100.0,51.0
Colleen Reed,6,-6,-1.96,51.0
Colleen Rivera,173,-523,-5.93,51.0
Colleen Rodriguez,46,-146,-6.22,51.0
Colleen Smith,59,-709,-23.56,51.0
Colleen Sullivan,12,-12,-1.96,51.0
Colleen Walker,110,-810,-14.44,51.0
Collin Andrade,2,-2,-1.96,51.0
Collin Bell,2,-2,-1.96,51.0
Collin Forbes,1,-51,-100.0,51.0
Colton Larson,1,-51,-100.0,51.0
Colton Mahoney,22,-122,-10.87,51.0
Colton Smith,2,-102,-100.0,51.0
Colton Weaver,1,-51,-100.0,51.0
Connie Byrd,2,98,96.08,51.0
Connie Chavez,5,245,96.08,51.0
Connie Collins,23,427,36.4,51.0
Connie Gonzalez,3,47,30.72,51.0
Connie Harvey,2,-2,-1.96,51.0
Connie Jones,6,-106,-34.64,51.0
Connie Nguyen,1,-51,-100.0,51.0
Connie Perry,1,-51,-100.0,51.0
Connie Peterson,3,47,30.72,51.0
Connie Reyes,8,-208,-50.98,51.0
Connie Wheeler,18,-118,-12.85,51.0
Connor Allen,1,-51,-100.0,51.0
Connor Ashley,1,-51,-100.0,51.0
Connor Jarvis,7,43,12.04,51.0
Connor Kelley,31,-381,-24.1,51.0
Connor Marsh,3,-153,-100.0,51.0
Connor Meyers,3,-53,-34.64,51.0
Connor Rodriguez,3,-53,-34.64,51.0
Connor Wilson,9,-259,-56.43,51.0
Corey Baker,9,-159,-34.64,51.0
Corey Brown,3,-53,-34.64,51.0
Corey Cole,1,-51,-100.0,51.0
Corey Cummings,96,-196,-4.0,51.0
Corey Fernandez,2,-2,-1.96,51.0
Corey Flores,1,-51,-100.0,51.0
Corey Hall,1,-51,-100.0,51.0
Corey Harris,1,-51,-100.0,51.0
Corey Jackson,5,45,17.65,51.0
Corey Jones,12,88,14.38,51.0
Corey Lambert,54,-54,-1.96,51.0
Corey Merritt,42,358,16.71,51.0
Corey Oneal,1,49,96.08,51.0
Corey Rice,3,-153,-100.0,51.0
Corey Soto,6,-106,-34.64,51.0
Corey Whitaker,1,-51,-100.0,51.0
Corey White,2,-102,-100.0,51.0
Cory Harper,66,-466,-13.84,51.0
Cory Hudson,13,-363,-54.75,51.0
Cory Ibarra,2,-102,-100.0,51.0
Cory Lloyd,2,-2,-1.96,51.0
Cory Mathis,4,96,47.06,51.0
Cory Miller,35,-185,-10.36,51.0
Cory Norman,4,-4,-1.96,51.0
Cory Powell,1,-51,-100.0,51.0
Cory Riley,2,-102,-100.0,51.0
Cory Rodriguez,1,49,96.08,51.0
Cory Sanders,8,-8,-1.96,51.0
Cory Williams,2,-2,-1.96,51.0
Courtney Acosta,1,-51,-100.0,51.0
Courtney Alvarado,1,-51,-100.0,51.0
Courtney Barnett,28,-328,-22.97,51.0
Courtney Bass,6,-106,-34.64,51.0
Courtney Bradley,1,-51,-100.0,51.0
Courtney Bryan,1,-51,-100.0,51.0
Courtney Buchanan,2,-102,-100.0,51.0
Courtney Christensen,27,123,8.93,51.0
Courtney Cordova,5,-155,-60.78,51.0
Courtney Fisher,1,-51,-100.0,51.0
Courtney Gillespie,1,49,96.08,51.0
Courtney Gomez,18,-318,-34.64,51.0
Courtney Guzman,28,-328,-22.97,51.0
Courtney Hamilton,9,41,8.93,51.0
Courtney Johnson,1,49,96.08,51.0
Courtney Knight,20,80,7.84,51.0
Courtney Little,1,-51,-100.0,51.0
Courtney Livingston,1,-51,-100.0,51.0
Courtney Martinez,121,-371,-6.01,51.0
Courtney Mcclure,1,49,96.08,51.0
Courtney Medina,1,-51,-100.0,51.0
Courtney Meyer,4359,16391,7.37,51.0
Courtney Morris,2,98,96.08,51.0
Courtney Morrison,1,-51,-100.0,51.0
Courtney Olson,10,90,17.65,51.0
Courtney Osborne,5,45,17.65,51.0
Courtney Pierce,21,-371,-34.64,51.0
Courtney Pratt,1,-51,-100.0,51.0
Courtney Price,1,49,96.08,51.0
Courtney Robinson,5,-255,-100.0,51.0
Courtney Soto,50,-50,-1.96,51.0
Courtney Torres,166,-566,-6.69,51.0
Courtney Villarreal,1,49,96.08,51.0
Courtney Watts,2,98,96.08,51.0
Courtney Williams,1,-51,-100.0,51.0
Courtney Wyatt,1,-51,-100.0,51.0
Craig Ball,1,49,96.08,51.0
Craig Bryan,3,-53,-34.64,51.0
Craig Carroll,2,-102,-100.0,51.0
Craig Choi,1,-51,-100.0,51.0
Craig Cisneros,1,-51,-100.0,51.0
Craig Conway,58,42,1.42,51.0
Craig Davidson,1,-51,-100.0,51.0
Craig Dominguez,8,-8,-1.96,51.0
Craig Doyle,1,49,96.08,51.0
Craig Fitzgerald,16,-116,-14.22,51.0
Craig Garcia,5,-155,-60.78,51.0
Craig Griffith,3,-153,-100.0,51.0
Craig James,1,-51,-100.0,51.0
Craig Kane,1,-51,-100.0,51.0
Craig King,64,-164,-5.02,51.0
Craig Lee,68,132,3.81,51.0
Craig Lewis,95,-45,-0.93,51.0
Craig Martin,4,-104,-50.98,51.0
Craig Perez,4,-104,-50.98,51.0
Craig Raymond,8,-208,-50.98,51.0
Craig Robbins,16,-416,-50.98,51.0
Craig Tyler,8,-308,-75.49,51.0
Craig Walker,1,-51,-100.0,51.0
Craig Washington,1,-51,-100.0,51.0
Craig Whitehead,242,-942,-7.63,51.0
Craig Wilson,7,-357,-100.0,51.0
Craig Wood,1,-51,-100.0,51.0
Cristian Burch,21,-171,-15.97,51.0
Cristian Hughes,1,-51,-100.0,51.0
Cristian Martinez,3,-53,-34.64,51.0
Cristian Sweeney,2,-2,-1.96,51.0
Cristian Ward,3,47,30.72,51.0
Crystal Allen,2,-102,-100.0,51.0
Crystal Anderson,1,-51,-100.0,51.0
Crystal Austin,1,-51,-100.0,51.0
Crystal Brown,2,-102,-100.0,51.0
Crystal Bryant,3,-153,-100.0,51.0
Crystal Campos,1,-51,-100.0,51.0
Crystal Castaneda,58,142,4.8,51.0
Crystal Castro,2,-102,-100.0,51.0
Crystal Cline,958,1242,2.54,51.0
Crystal Collins,1,49,96.08,51.0
Crystal Cooper,57,-7,-0.24,51.0
Crystal Davis,1,49,96.08,51.0
Crystal Fuller,18,-118,-12.85,51.0
Crystal Gaines,3,-53,-34.64,51.0
Crystal Gibson,1,-51,-100.0,51.0
Crystal Gomez,22,-422,-37.61,51.0
Crystal Gray,2,-102,-100.0,51.0
Crystal Green,5,145,56.86,51.0
Crystal Hall,70,30,0.84,51.0
Crystal Harding,22,178,15.86,51.0
Crystal Jackson,413,-2063,-9.79,51.0
Crystal Knight,1,-51,-100.0,51.0
Crystal Larson,32,-132,-8.09,51.0
Crystal Leon,1,-51,-100.0,51.0
Crystal Marsh,11,-261,-46.52,51.0
Crystal Martin,1,-51,-100.0,51.0
Crystal Massey,2,-2,-1.96,51.0
Crystal Mayer,5,-155,-60.78,51.0
Crystal Mcdonald,1,-51,-100.0,51.0
Crystal Nelson,2,-102,-100.0,51.0
Crystal Pena,14,-14,-1.96,51.0
Crystal Peters DVM,3,147,96.08,51.0
