,player_id,game_count,total_profit,avg_roi_%,avg_stake,games_per_hour,is_reg
4367,Elizabeth Mcclure,14,286,40.06,51.0,1.75,0
4368,Elizabeth Molina,2,-102,-100.0,51.0,1.0,0
4369,Elizabeth Nichols,3,-53,-34.64,51.0,1.5,0
4370,Elizabeth Norris,4,-204,-100.0,51.0,1.0,0
4371,Elizabeth Olson,1,49,96.08,51.0,1.0,0
4372,Elizabeth Owens,5,45,17.65,51.0,5.0,0
4373,Elizabeth Pitts,1,49,96.08,51.0,1.0,0
4374,Elizabeth Poole,1,-51,-100.0,51.0,1.0,0
4375,Elizabeth Porter,6,-206,-67.32,51.0,6.0,0
4376,Elizabeth Potts,4,-104,-50.98,51.0,1.3333333333333333,0
4377,Elizabeth Ramirez,1,-51,-100.0,51.0,1.0,0
4378,Elizabeth Ray,1,-51,-100.0,51.0,1.0,0
4379,Elizabeth Reed,2,-2,-1.96,51.0,1.0,0
4380,Elizabeth Reid,7,-157,-43.98,51.0,1.1666666666666667,0
4381,Elizabeth Reyes,159,-709,-8.74,51.0,3.8780487804878048,0
4382,Elizabeth Roberts,6,-306,-100.0,51.0,1.2,0
4383,Elizabeth Rodriguez,26,-226,-17.04,51.0,2.1666666666666665,0
4384,Elizabeth Ross,1,49,96.08,51.0,1.0,0
4385,Elizabeth Serrano,17,-67,-7.73,51.0,1.4166666666666667,0
4386,Elizabeth Smith,10,-10,-1.96,51.0,10.0,0
4387,Elizabeth Thomas,1,-51,-100.0,51.0,1.0,0
4388,Elizabeth Thompson,3,-53,-34.64,51.0,3.0,0
4389,Elizabeth Vasquez,1,49,96.08,51.0,1.0,0
4390,Elizabeth Walker,1,-51,-100.0,51.0,1.0,0
4391,Elizabeth Wilkinson,3,-53,-34.64,51.0,3.0,0
4392,Elizabeth Williams,1,-51,-100.0,51.0,1.0,0
4393,Elizabeth Woods,17,33,3.81,51.0,5.666666666666667,0
4394,Elizabeth Young,1,49,96.08,51.0,1.0,0
4395,Elizabeth Zimmerman,2,-2,-1.96,51.0,1.0,0
4396,Ellen Cline,2,-2,-1.96,51.0,1.0,0
4397,Ellen Edwards,7,43,12.04,51.0,1.75,0
4398,Ellen Garrison,4,-104,-50.98,51.0,2.0,0
4399,Ellen Hayes,2,98,96.08,51.0,2.0,0
4400,Ellen Long,3,47,30.72,51.0,1.0,0
4401,Emily Bauer,1,-51,-100.0,51.0,1.0,0
4402,Emily Brown MD,27,223,16.19,51.0,1.5,0
4403,Emily Butler,2,-102,-100.0,51.0,2.0,0
4404,Emily Castillo,2,-2,-1.96,51.0,1.0,0
4405,Emily Castro,1,-51,-100.0,51.0,1.0,0
4406,Emily Chavez,1,-51,-100.0,51.0,1.0,0
4407,Emily Conner,3,-53,-34.64,51.0,1.5,0
4408,Emily Copeland,1,-51,-100.0,51.0,1.0,0
4409,Emily Daugherty,3,47,30.72,51.0,1.0,0
4410,Emily Davies,10,90,17.65,51.0,3.3333333333333335,0
4411,Emily Delacruz,4,-104,-50.98,51.0,2.0,0
4412,Emily Doyle,8,92,22.55,51.0,2.0,0
4413,Emily Edwards,157,-1407,-17.57,51.0,8.263157894736842,0
4414,Emily Elliott,1,-51,-100.0,51.0,1.0,0
4415,Emily Erickson,2,-2,-1.96,51.0,1.0,0
4416,Emily Evans,1,49,96.08,51.0,1.0,0
4417,Emily Fisher,4,-4,-1.96,51.0,4.0,0
4418,Emily French,2,-2,-1.96,51.0,2.0,0
4419,Emily Golden,1,-51,-100.0,51.0,1.0,0
4420,Emily Gonzalez,14,286,40.06,51.0,2.3333333333333335,0
4421,Emily Griffin,42,-542,-25.3,51.0,1.135135135135135,0
4422,Emily Hanson,4,96,47.06,51.0,2.0,0
4423,Emily Hickman,9,-159,-34.64,51.0,1.8,0
4424,Emily Jackson,11,-61,-10.87,51.0,3.6666666666666665,0
4425,Emily Johnson,8,-8,-1.96,51.0,2.6666666666666665,0
4426,Emily Jones,1,49,96.08,51.0,1.0,0
4427,Emily Kelly,1,-51,-100.0,51.0,1.0,0
4428,Emily Kent,4,-104,-50.98,51.0,1.3333333333333333,0
4429,Emily Kidd,1,49,96.08,51.0,1.0,0
4430,Emily Lopez,1,-51,-100.0,51.0,1.0,0
4431,Emily Miles,8,-108,-26.47,51.0,4.0,0
4432,Emily Miller,1,-51,-100.0,51.0,1.0,0
4433,Emily Newton,1,-51,-100.0,51.0,1.0,0
4434,Emily Nguyen,1,-51,-100.0,51.0,1.0,0
4435,Emily Olsen MD,1,-51,-100.0,51.0,1.0,0
4436,Emily Olson,5,45,17.65,51.0,1.6666666666666667,0
4437,Emily Patterson,5,45,17.65,51.0,2.5,0
4438,Emily Perez,21,-271,-25.3,51.0,1.9090909090909092,0
4439,Emily Pope,1,-51,-100.0,51.0,1.0,0
4440,Emily Prince,2,-102,-100.0,51.0,2.0,0
4441,Emily Roach,116,-716,-12.1,51.0,2.109090909090909,0
4442,Emily Rogers,6,94,30.72,51.0,2.0,0
4443,Emily Sanchez,1,49,96.08,51.0,1.0,0
4444,Emily Sanders,1,49,96.08,51.0,1.0,0
4445,Emily Santos,3,-53,-34.64,51.0,3.0,0
4446,Emily Silva,2,-102,-100.0,51.0,2.0,0
4447,Emily Smith,3,47,30.72,51.0,1.0,0
4448,Emily Smith DDS,1,-51,-100.0,51.0,1.0,0
4449,Emily Stevens,1,49,96.08,51.0,1.0,0
4450,Emily Taylor,1,49,96.08,51.0,1.0,0
4451,Emily Thomas,11,-61,-10.87,51.0,1.5714285714285714,0
4452,Emily Valdez,78,-278,-6.99,51.0,4.588235294117647,0
4453,Emily Walker,1,-51,-100.0,51.0,1.0,0
4454,Emily Webster,1,49,96.08,51.0,1.0,0
4455,Emily Weiss,2,-2,-1.96,51.0,1.0,0
4456,Emily White,3,-153,-100.0,51.0,1.5,0
4457,Emily Williams,30,-30,-1.96,51.0,3.0,0
4458,Emily Wilson,1,-51,-100.0,51.0,1.0,0
4459,Emily Wood,3,47,30.72,51.0,1.0,0
4460,Emily Woods,3,-153,-100.0,51.0,1.0,0
4461,Emily Wright,3,-153,-100.0,51.0,3.0,0
4462,Emma Caldwell,7,43,12.04,51.0,7.0,0
4463,Emma Carr,15,135,17.65,51.0,1.0714285714285714,0
4464,Emma Gregory,1,-51,-100.0,51.0,1.0,0
4465,Emma Harmon,7,143,40.06,51.0,1.0,0
4466,Emma Hopkins,3,-153,-100.0,51.0,1.0,0
4467,Emma Martinez,2,-2,-1.96,51.0,2.0,0
4468,Emma Mullins,1,-51,-100.0,51.0,1.0,0
4469,Emma Reid,12,-112,-18.3,51.0,1.7142857142857142,0
4470,Emma Rose,4,-4,-1.96,51.0,1.3333333333333333,0
4471,Emma Smith,1,49,96.08,51.0,1.0,0
4472,Eric Adams,2,98,96.08,51.0,1.0,0
4473,Eric Alexander,9,141,30.72,51.0,2.25,0
4474,Eric Alvarado,1,-51,-100.0,51.0,1.0,0
4475,Eric Anderson,1,49,96.08,51.0,1.0,0
4476,Eric Barrera,2,-2,-1.96,51.0,1.0,0
4477,Eric Bass,7,43,12.04,51.0,1.4,0
4478,Eric Black,1,-51,-100.0,51.0,1.0,0
4479,Eric Bowers,4,-4,-1.96,51.0,4.0,0
4480,Eric Boyd,11,139,24.78,51.0,1.8333333333333333,0
4481,Eric Brown,16,84,10.29,51.0,5.333333333333333,0
4482,Eric Butler,4,-204,-100.0,51.0,2.0,0
4483,Eric Carpenter,2,-2,-1.96,51.0,1.0,0
4484,Eric Carroll,1,-51,-100.0,51.0,1.0,0
4485,Eric Castaneda,2,-102,-100.0,51.0,2.0,0
4486,Eric Clark,54,-854,-31.01,51.0,1.08,0
4487,Eric Cole,4,-104,-50.98,51.0,2.0,0
4488,Eric Collins,43,-293,-13.36,51.0,4.777777777777778,0
4489,Eric Cook,4,-4,-1.96,51.0,1.3333333333333333,0
4490,Eric Copeland,1,-51,-100.0,51.0,1.0,0
4491,Eric Dalton,1,49,96.08,51.0,1.0,0
4492,Eric Davis,3,47,30.72,51.0,3.0,0
4493,Eric Delgado,2,-102,-100.0,51.0,1.0,0
4494,Eric Eaton,1,-51,-100.0,51.0,1.0,0
4495,Eric Edwards,9,-59,-12.85,51.0,9.0,0
4496,Eric Fisher,2,-102,-100.0,51.0,2.0,0
4497,Eric Fox,13,-163,-24.59,51.0,1.8571428571428572,0
4498,Eric Frey,1,-51,-100.0,51.0,1.0,0
4499,Eric Gentry,7,43,12.04,51.0,2.3333333333333335,0
4500,Eric Gibbs,3,-153,-100.0,51.0,1.0,0
4501,Eric Gill,2,-2,-1.96,51.0,1.0,0
4502,Eric Goodman,1,-51,-100.0,51.0,1.0,0
4503,Eric Green,16,-416,-50.98,51.0,1.7777777777777777,0
4504,Eric Greene,3,147,96.08,51.0,1.0,0
4505,Eric Greer,1,49,96.08,51.0,1.0,0
4506,Eric Gregory,8,-308,-75.49,51.0,2.0,0
4507,Eric Hawkins,30,170,11.11,51.0,1.5789473684210527,0
4508,Eric Henderson,15,235,30.72,51.0,1.0714285714285714,0
4509,Eric Hensley,15,135,17.65,51.0,2.142857142857143,0
4510,Eric Hernandez,4,-104,-50.98,51.0,1.0,0
4511,Eric Higgins,2,-102,-100.0,51.0,1.0,0
4512,Eric Horne,1,-51,-100.0,51.0,1.0,0
4513,Eric Horton,50,-550,-21.57,51.0,1.3157894736842106,0
4514,Eric Howell,3,-53,-34.64,51.0,1.5,0
4515,Eric Hull,1,49,96.08,51.0,1.0,0
4516,Eric Ibarra,5,-55,-21.57,51.0,2.5,0
4517,Eric Jackson,5,145,56.86,51.0,5.0,0
4518,Eric Johnson,44,-244,-10.87,51.0,1.5172413793103448,0
4519,Eric Khan,10,-10,-1.96,51.0,1.4285714285714286,0
4520,Eric Kim,3,-53,-34.64,51.0,1.0,0
4521,Eric Knight,1,-51,-100.0,51.0,1.0,0
4522,Eric Lawrence,1,-51,-100.0,51.0,1.0,0
4523,Eric Lee,6,-206,-67.32,51.0,6.0,0
4524,Eric Martin,1,-51,-100.0,51.0,1.0,0
4525,Eric Martinez,4,96,47.06,51.0,4.0,0
4526,Eric Mason,64,-664,-20.34,51.0,10.666666666666666,0
4527,Eric Mckenzie,2,-102,-100.0,51.0,1.0,0
4528,Eric Mclaughlin,1,-51,-100.0,51.0,1.0,0
4529,Eric Medina,17,233,26.87,51.0,3.4,0
4530,Eric Mendez,1,-51,-100.0,51.0,1.0,0
4531,Eric Miles,1,49,96.08,51.0,1.0,0
4532,Eric Miller,1,-51,-100.0,51.0,1.0,0
4533,Eric Mitchell,16,184,22.55,51.0,2.0,0
4534,Eric Molina,1,-51,-100.0,51.0,1.0,0
4535,Eric Morris,1,-51,-100.0,51.0,1.0,0
4536,Eric Munoz,10,-210,-41.18,51.0,5.0,0
4537,Eric Murphy,1,49,96.08,51.0,1.0,0
4538,Eric Nelson,1,-51,-100.0,51.0,1.0,0
4539,Eric Olson,2,-2,-1.96,51.0,1.0,0
4540,Eric Ortiz,15,-65,-8.5,51.0,1.875,0
4541,Eric Patel,42,-342,-15.97,51.0,2.3333333333333335,0
4542,Eric Potter,7,43,12.04,51.0,3.5,0
4543,Eric Randall,15,135,17.65,51.0,3.0,0
4544,Eric Reeves,3,-53,-34.64,51.0,1.5,0
4545,Eric Riley,1,-51,-100.0,51.0,1.0,0
4546,Eric Roberts,3,-53,-34.64,51.0,3.0,0
4547,Eric Robinson,2,-2,-1.96,51.0,1.0,0
4548,Eric Shannon,1,49,96.08,51.0,1.0,0
4549,Eric Simpson,2,98,96.08,51.0,2.0,0
4550,Eric Small,6,-306,-100.0,51.0,1.0,0
4551,Eric Smith,13,-263,-39.67,51.0,3.25,0
4552,Eric Smith MD,6,-106,-34.64,51.0,3.0,0
4553,Eric Solis,11,-161,-28.7,51.0,2.2,0
4554,Eric Spencer,43,107,4.88,51.0,2.6875,0
4555,Eric Taylor,1,-51,-100.0,51.0,1.0,0
4556,Eric Thomas,13,237,35.75,51.0,1.3,0
4557,Eric Thompson,1,-51,-100.0,51.0,1.0,0
4558,Eric Torres,2,98,96.08,51.0,2.0,0
4559,Eric Vargas,7,-57,-15.97,51.0,1.0,0
4560,Eric Vazquez,1,-51,-100.0,51.0,1.0,0
4561,Eric Villarreal,17,-167,-19.26,51.0,2.8333333333333335,0
4562,Eric Wallace,57,-607,-20.88,51.0,1.8387096774193548,0
4563,Eric Webb,5,45,17.65,51.0,2.5,0
4564,Eric Williams,21,29,2.71,51.0,1.2352941176470589,0
4565,Eric Wright,2,98,96.08,51.0,1.0,0
4566,Eric Wu,1,-51,-100.0,51.0,1.0,0
4567,Eric Yang,4,-204,-100.0,51.0,1.3333333333333333,0
4568,Erica Adams,18,282,30.72,51.0,6.0,0
4569,Erica Anderson,1,49,96.08,51.0,1.0,0
4570,Erica Arroyo,1,49,96.08,51.0,1.0,0
4571,Erica Bailey,1,-51,-100.0,51.0,1.0,0
4572,Erica Baldwin,1,-51,-100.0,51.0,1.0,0
4573,Erica Berg,20,-20,-1.96,51.0,1.0,0
4574,Erica Berry,3,147,96.08,51.0,1.0,0
4575,Erica Brown,2,98,96.08,51.0,2.0,0
4576,Erica Campbell,1,49,96.08,51.0,1.0,0
4577,Erica Carroll,3,-53,-34.64,51.0,1.5,0
4578,Erica Davis,3,147,96.08,51.0,1.5,0
4579,Erica Dunn,16,284,34.8,51.0,2.6666666666666665,0
4580,Erica Everett,8,-208,-50.98,51.0,1.3333333333333333,0
4581,Erica Fox,24,-524,-42.81,51.0,2.1818181818181817,0
4582,Erica Garcia,6,-6,-1.96,51.0,1.0,0
4583,Erica Glass,61,-511,-16.43,51.0,12.2,0
4584,Erica Gordon,9,-59,-12.85,51.0,4.5,0
4585,Erica Hancock,1,-51,-100.0,51.0,1.0,0
4586,Erica Harris,2,98,96.08,51.0,1.0,0
4587,Erica Houston,55,-405,-14.44,51.0,1.9642857142857142,0
4588,Erica Hudson,1,-51,-100.0,51.0,1.0,0
4589,Erica Hurley,1,-51,-100.0,51.0,1.0,0
4590,Erica Kemp,1,-51,-100.0,51.0,1.0,0
4591,Erica Mann,5,45,17.65,51.0,1.6666666666666667,0
4592,Erica Martinez,3,47,30.72,51.0,1.0,0
4593,Erica Mccoy,16,-16,-1.96,51.0,1.0666666666666667,0
4594,Erica Miles,14,-14,-1.96,51.0,1.5555555555555556,0
4595,Erica Perry,3,-53,-34.64,51.0,1.5,0
4596,Erica Powers,3,-153,-100.0,51.0,1.0,0
4597,Erica Pratt,1,-51,-100.0,51.0,1.0,0
4598,Erica Rivera,1,-51,-100.0,51.0,1.0,0
4599,Erica Ross,2,-2,-1.96,51.0,1.0,0
4600,Erica Ruiz,1,-51,-100.0,51.0,1.0,0
4601,Erica Sloan,3,47,30.72,51.0,3.0,0
4602,Erica Small,2,-2,-1.96,51.0,1.0,0
4603,Erica Sparks,1,-51,-100.0,51.0,1.0,0
4604,Erica Stanley,2,-2,-1.96,51.0,1.0,0
4605,Erica Thomas,7,143,40.06,51.0,3.5,0
4606,Erica Torres,8,-208,-50.98,51.0,1.3333333333333333,0
4607,Erica White,2,-2,-1.96,51.0,2.0,0
4608,Erica Zimmerman,14,186,26.05,51.0,4.666666666666667,0
4609,Erik Blevins,1,-51,-100.0,51.0,1.0,0
4610,Erik Bowers,3,-53,-34.64,51.0,1.5,0
4611,Erik Camacho,134,-1234,-18.06,51.0,3.0454545454545454,0
4612,Erik Guzman,1,49,96.08,51.0,1.0,0
4613,Erik Hardy,18,-118,-12.85,51.0,2.5714285714285716,0
4614,Erik Hart,3,47,30.72,51.0,1.5,0
4615,Erik Hernandez,2,-2,-1.96,51.0,1.0,0
4616,Erik Jenkins,4,-104,-50.98,51.0,4.0,0
4617,Erik Jensen,2,-2,-1.96,51.0,1.0,0
4618,Erik Rhodes,1,49,96.08,51.0,1.0,0
4619,Erik Rodriguez,35,15,0.84,51.0,3.888888888888889,0
4620,Erik Russell,1,49,96.08,51.0,1.0,0
4621,Erik Sanchez,2,-102,-100.0,51.0,1.0,0
4622,Erik Smith,1,-51,-100.0,51.0,1.0,0
4623,Erik Warner,44,-344,-15.33,51.0,3.3846153846153846,0
4624,Erik White,1,-51,-100.0,51.0,1.0,0
4625,Erika Acosta,1,49,96.08,51.0,1.0,0
4626,Erika Anthony,2,-2,-1.96,51.0,1.0,0
4627,Erika Cruz,3,47,30.72,51.0,1.0,0
4628,Erika Flores,4,-104,-50.98,51.0,1.3333333333333333,0
4629,Erika Gallagher,4,96,47.06,51.0,1.0,0
4630,Erika Hancock,2,-102,-100.0,51.0,1.0,0
4631,Erika Hoffman,49,-299,-11.96,51.0,3.0625,0
4632,Erika Holmes,1,-51,-100.0,51.0,1.0,0
4633,Erika Huerta,1,49,96.08,51.0,1.0,0
4634,Erika Humphrey,1,49,96.08,51.0,1.0,0
4635,Erika Lee,5,-155,-60.78,51.0,1.6666666666666667,0
4636,Erika Morales,1,49,96.08,51.0,1.0,0
4637,Erika Odonnell,4,96,47.06,51.0,1.3333333333333333,0
4638,Erika Robertson,1,-51,-100.0,51.0,1.0,0
4639,Erika Schmitt,35,15,0.84,51.0,1.8421052631578947,0
4640,Erika Williams,3,-53,-34.64,51.0,1.5,0
4641,Erika Wilson,11,-461,-82.17,51.0,1.0,0
4642,Erika Wright,19,-269,-27.76,51.0,2.7142857142857144,0
4643,Erin Arias,4,-4,-1.96,51.0,1.0,0
4644,Erin Ball,1,-51,-100.0,51.0,1.0,0
4645,Erin Brown,8,-8,-1.96,51.0,4.0,0
4646,Erin Combs,5,245,96.08,51.0,1.6666666666666667,0
4647,Erin Floyd,1,49,96.08,51.0,1.0,0
4648,Erin Grant,13,-163,-24.59,51.0,4.333333333333333,0
4649,Erin Hart,149,-199,-2.62,51.0,3.1702127659574466,0
4650,Erin Herrera,40,160,7.84,51.0,1.2903225806451613,0
4651,Erin Hoover,43,-393,-17.92,51.0,1.303030303030303,0
4652,Erin Hopkins,2,-102,-100.0,51.0,1.0,0
4653,Erin Johnson,8,-8,-1.96,51.0,1.0,0
4654,Erin Keller,4,96,47.06,51.0,1.0,0
4655,Erin Kerr,4,-4,-1.96,51.0,1.3333333333333333,0
4656,Erin Krause,1,-51,-100.0,51.0,1.0,0
4657,Erin Lee,1,-51,-100.0,51.0,1.0,0
4658,Erin Mann,724,-724,-1.96,51.0,2.227692307692308,0
4659,Erin Miller,1,-51,-100.0,51.0,1.0,0
4660,Erin Montgomery,1,-51,-100.0,51.0,1.0,0
4661,Erin Morrison,1,49,96.08,51.0,1.0,0
4662,Erin Nelson,1,49,96.08,51.0,1.0,0
4663,Erin Norton,1,-51,-100.0,51.0,1.0,0
4664,Erin Patrick,1,-51,-100.0,51.0,1.0,0
4665,Erin Rodgers,1,49,96.08,51.0,1.0,0
4666,Erin Rodriguez,1,49,96.08,51.0,1.0,0
4667,Erin Smith,3,-153,-100.0,51.0,1.5,0
4668,Erin Thompson,9,-159,-34.64,51.0,1.8,0
4669,Erin Torres,1,49,96.08,51.0,1.0,0
4670,Erin Tucker,13,37,5.58,51.0,4.333333333333333,0
4671,Erin Tucker MD,1,-51,-100.0,51.0,1.0,0
4672,Erin West,12,-212,-34.64,51.0,6.0,0
4673,Erin White,15,-265,-34.64,51.0,1.25,0
4674,Ernest Carlson,1,-51,-100.0,51.0,1.0,0
4675,Ernest Ellison,7,-157,-43.98,51.0,1.75,0
4676,Ernest Harris,6,-106,-34.64,51.0,3.0,0
4677,Ernest Hess,38,62,3.2,51.0,3.8,0
4678,Ethan Adams,6,-106,-34.64,51.0,1.0,0
4679,Ethan Carpenter,2,-2,-1.96,51.0,1.0,0
4680,Ethan Cobb,1,-51,-100.0,51.0,1.0,0
4681,Ethan Hamilton,4,96,47.06,51.0,4.0,0
4682,Ethan Johnson,15,-65,-8.5,51.0,1.5,0
4683,Ethan Jones,5,-55,-21.57,51.0,1.25,0
4684,Ethan Merritt,1,-51,-100.0,51.0,1.0,0
4685,Ethan Ray,1,49,96.08,51.0,1.0,0
4686,Ethan Ryan,4,-104,-50.98,51.0,2.0,0
4687,Eugene Arnold,1,-51,-100.0,51.0,1.0,0
4688,Eugene Ellis,3,147,96.08,51.0,1.0,0
4689,Eugene Holden,9,-59,-12.85,51.0,4.5,0
4690,Eugene Johnson,13,37,5.58,51.0,3.25,0
4691,Eugene Long,4,-104,-50.98,51.0,1.3333333333333333,0
4692,Evan Abbott,1,-51,-100.0,51.0,1.0,0
4693,Evan Brown,2,98,96.08,51.0,2.0,0
4694,Evan Byrd,35,-85,-4.76,51.0,5.833333333333333,0
4695,Evan Carrillo,8,-108,-26.47,51.0,1.0,0
4696,Evan Castillo,6,-206,-67.32,51.0,1.5,0
4697,Evan Hayes,1,-51,-100.0,51.0,1.0,0
4698,Evan Heath,2,-102,-100.0,51.0,1.0,0
4699,Evan Johnson,1,-51,-100.0,51.0,1.0,0
4700,Evan King,3,-53,-34.64,51.0,3.0,0
4701,Evan Miller,131,-381,-5.7,51.0,4.09375,0
4702,Evan Montoya,2,-2,-1.96,51.0,1.0,0
4703,Evan Padilla,1,49,96.08,51.0,1.0,0
4704,Evelyn Best,10,-10,-1.96,51.0,1.0,0
4705,Evelyn Kim,1,49,96.08,51.0,1.0,0
4706,Evelyn Lindsey,1,-51,-100.0,51.0,1.0,0
4707,Evelyn Moreno,1,-51,-100.0,51.0,1.0,0
4708,Evelyn Myers,1,49,96.08,51.0,1.0,0
4709,Evelyn Page,2,-2,-1.96,51.0,1.0,0
4710,Evelyn Pierce,1,-51,-100.0,51.0,1.0,0
4711,Evelyn Wallace,4,-104,-50.98,51.0,1.0,0
4712,Faith Friedman,8,-8,-1.96,51.0,2.6666666666666665,0
4713,Faith Hammond,2,-102,-100.0,51.0,1.0,0
4714,Faith Norman,83,-233,-5.5,51.0,1.3387096774193548,0
4715,Faith Smith,1,-51,-100.0,51.0,1.0,0
4716,Faith Wood,1,49,96.08,51.0,1.0,0
4717,Felicia French,2,-102,-100.0,51.0,2.0,0
4718,Felicia Jimenez,2,-102,-100.0,51.0,2.0,0
4719,Felicia Johnson,41,109,5.21,51.0,10.25,0
4720,Felicia Kelly,1,-51,-100.0,51.0,1.0,0
4721,Felicia King,11,-261,-46.52,51.0,1.8333333333333333,0
4722,Felicia Matthews,3,-53,-34.64,51.0,1.5,0
4723,Felicia Proctor,1,-51,-100.0,51.0,1.0,0
4724,Felicia Roy,1,-51,-100.0,51.0,1.0,0
4725,Felicia Thomas MD,28,-28,-1.96,51.0,1.75,0
4726,Felicia Wilson,1,49,96.08,51.0,1.0,0
4727,Fernando Marshall,5,-155,-60.78,51.0,1.25,0
4728,Fernando Morrison,5,45,17.65,51.0,1.6666666666666667,0
4729,Fernando Parrish,4,96,47.06,51.0,2.0,0
4730,Fernando Roberts,3,147,96.08,51.0,1.0,0
4731,Frances Ramos,5,-55,-21.57,51.0,1.0,0
4732,Frances Williams,1,-51,-100.0,51.0,1.0,0
4733,Francis Hamilton,2,-102,-100.0,51.0,1.0,0
4734,Francis Martinez,4,-104,-50.98,51.0,2.0,0
4735,Francisco Archer,2,-102,-100.0,51.0,2.0,0
4736,Francisco Flores,5,-255,-100.0,51.0,2.5,0
4737,Francisco Hawkins,5,-55,-21.57,51.0,2.5,0
4738,Francisco Wood,6,94,30.72,51.0,1.2,0
4739,Frank Austin,5,45,17.65,51.0,1.25,0
4740,Frank Barton,6,94,30.72,51.0,1.5,0
4741,Frank Boyd,3,-53,-34.64,51.0,1.0,0
4742,Frank Bradley,11,-61,-10.87,51.0,1.5714285714285714,0
4743,Frank Brown,1,-51,-100.0,51.0,1.0,0
4744,Frank Buck,1,-51,-100.0,51.0,1.0,0
4745,Frank Campbell,3,47,30.72,51.0,1.5,0
4746,Frank Cline,2,-2,-1.96,51.0,1.0,0
4747,Frank Davis,4,-104,-50.98,51.0,2.0,0
4748,Frank Diaz,1,-51,-100.0,51.0,1.0,0
4749,Frank Fernandez,3,-53,-34.64,51.0,1.5,0
4750,Frank Ferrell,1,49,96.08,51.0,1.0,0
4751,Frank Fitzgerald,1,-51,-100.0,51.0,1.0,0
4752,Frank Ford,2,98,96.08,51.0,2.0,0
4753,Frank Foster,1,-51,-100.0,51.0,1.0,0
4754,Frank Franco,9,141,30.72,51.0,3.0,0
4755,Frank Hall,2,-102,-100.0,51.0,1.0,0
4756,Frank Hamilton,11,-361,-64.35,51.0,3.6666666666666665,0
4757,Frank Lewis,3,-53,-34.64,51.0,1.5,0
4758,Frank Long,21,-171,-15.97,51.0,3.5,0
4759,Frank Oconnell,5,-55,-21.57,51.0,1.6666666666666667,0
4760,Frank Page,2,-102,-100.0,51.0,2.0,0
4761,Frank Pennington,1,-51,-100.0,51.0,1.0,0
4762,Frank Perez,11,139,24.78,51.0,2.75,0
4763,Frank Phillips,1,49,96.08,51.0,1.0,0
4764,Frank Pratt,2,-2,-1.96,51.0,1.0,0
4765,Frank Reynolds,9,-359,-78.21,51.0,1.2857142857142858,0
4766,Frank Rice Jr.,6,-206,-67.32,51.0,1.5,0
4767,Frank Rivera,111,-661,-11.68,51.0,27.75,0
4768,Frank Sawyer,1,-51,-100.0,51.0,1.0,0
4769,Frank Schultz,2,98,96.08,51.0,2.0,0
4770,Frank Shelton,13,-263,-39.67,51.0,6.5,0
4771,Frank Smith,2,-2,-1.96,51.0,1.0,0
4772,Frank Soto,1,49,96.08,51.0,1.0,0
4773,Frank Thomas,1,-51,-100.0,51.0,1.0,0
4774,Frank Turner,2,-102,-100.0,51.0,2.0,0
4775,Frank Wade,30,-130,-8.5,51.0,3.75,0
4776,Frank Walker,9,41,8.93,51.0,1.5,0
4777,Frank Walters,61,-11,-0.35,51.0,1.90625,0
4778,Frank White,6,-106,-34.64,51.0,1.0,0
4779,Frank Williams,1,49,96.08,51.0,1.0,0
4780,Frank Wilson,5,-155,-60.78,51.0,1.0,0
4781,Franklin Castillo,35,-285,-15.97,51.0,3.888888888888889,0
4782,Franklin Ferrell,51,-701,-26.95,51.0,2.217391304347826,0
4783,Franklin Phillips,18,-18,-1.96,51.0,1.6363636363636365,0
4784,Fred Johnson,2,-102,-100.0,51.0,1.0,0
4785,Frederick Berg,73,177,4.75,51.0,3.8421052631578947,0
4786,Frederick Charles,3,-53,-34.64,51.0,1.0,0
4787,Frederick Cordova,2,-2,-1.96,51.0,1.0,0
4788,Frederick Mayer DDS,2,-2,-1.96,51.0,1.0,0
4789,Frederick Miranda,1,-51,-100.0,51.0,1.0,0
4790,Frederick Moore,157,-1507,-18.82,51.0,5.064516129032258,0
4791,Frederick Rhodes,2,-2,-1.96,51.0,1.0,0
4792,Frederick Richardson DVM,69,-519,-14.75,51.0,3.6315789473684212,0
4793,Frederick Sanford,6,-6,-1.96,51.0,1.0,0
4794,Frederick Thompson,9,-59,-12.85,51.0,1.8,0
4795,Frederick Wall,3,-53,-34.64,51.0,3.0,0
4796,Gabriel Andrews,1,49,96.08,51.0,1.0,0
4797,Gabriel Dean,8,-8,-1.96,51.0,1.6,0
4798,Gabriel Hale,8,-108,-26.47,51.0,1.0,0
4799,Gabriel Jimenez,32,68,4.17,51.0,1.5238095238095237,0
4800,Gabriel Johnson,1,49,96.08,51.0,1.0,0
4801,Gabriel Nguyen,1,-51,-100.0,51.0,1.0,0
4802,Gabriel Perez,11,-61,-10.87,51.0,1.8333333333333333,0
4803,Gabriel Sutton,20,280,27.45,51.0,2.2222222222222223,0
4804,Gabriela Cooper,18,182,19.83,51.0,1.6363636363636365,0
4805,Gabriela Smith,1,-51,-100.0,51.0,1.0,0
4806,Gabriella Arnold,1,49,96.08,51.0,1.0,0
4807,Gabriella Holland,1,49,96.08,51.0,1.0,0
4808,Gabriella Miles,6,94,30.72,51.0,1.5,0
4809,Gabriella Walker,9,41,8.93,51.0,1.125,0
